Name,ISIN,IQ_COMPANY_ADDRESS,IQ_PRIMARY_INDUSTRY,IQ_EXCHANGE,IQ_CITY,IQ_COUNTRY_NAME,IQ_EMPLOYEES,IQ_CEO_NAME,IQ_CFO_NAME,IQ_SP_LC_LT,Supplier1,Supplier2,Supplier3,Supplier4,Supplier5,Supplier6,Supplier7,Supplier8,Supplier9,Supplier10,customer1,customer2,customer3,customer4,customer5,customer6,customer7,customer8,customer9,customer10,bm1,bm2,bm3,bm4,bm5,bm6,bm7,bm8,bm9,bm10
Orkla ASA,NO0003733800,"Drammensveien 149, Oslo, Oslo, 0277, Norway",Packaged Foods and Meats,OB,Oslo,Norway,20471,"Selte, Nils","Ullevoldsæter, Harald",,Drammensveien 149 As,Drammensveien 149 As,E-CO Energi Holding AS,Grupa Kety S.A.,"PepsiCo, Inc.",Vesterålen Marine Olje AS,,,,,Lilleborg AS,Orkla Confectionery & Snacks Norge AS,Orkla Eiendom AS,Orkla Foods Norge AS,Orkla Health AS,Orkla Home & Personal Care As,Orkla House Care Norge AS,Orkla It As,Pierre Robert Group AS,,"Hagen, Stein Erik","Belison, Xavier ","Kilaas, Liselott ","Agnefjall, Peter ","Utstrand, Terje ","Vangen, Roger ","Josvanger, Sverre ","Hansson, Karin ","Kjos, Caroline Marie Hagen","Mossberg, Anna "
Reckitt Benckiser Group PLC,GB00B24CGK77,"Turner House, 103-105 Bath Road, Slough, Berkshire, SL1 3UH, United Kingdom",Household Products,LSE,Slough,United Kingdom,40000,"Licht, Kris","Carr, Jeffrey",A-,Aubay Société Anonyme,B&B Triplewall Containers Limited,Banyan Sustainable Waste Management Solutions Pvt Ltd,Computershare Investor Services PLC,CPMC Holdings Limited,Cromwell European Real Estate Investment Trust,Digital Domain Holdings Limited,Ebiquity plc,Envases del Pacifico S.A.,Ghani Glass Limited,Accor SA,Alibaba.com Limited,Allegro.eu SA,"Amazon.com, Inc.",Costco Wholesale Corporation,Deliveroo plc,Delko S.A.,Distribution Group Africa (Pvt) Ltd,Dollar General Corporation,Getir Perakende Lojistik A.S.,,"Licht, Kris ","Carr, Jeffrey ","Kirby, Pamela J.","Bonfield, Andrew R. J.","Stewart, Alan James Harris","Darroch, Jeremy ","Durante, Nicandro ","Harris, Mary E.","Khan, Mehmood "
Hargreaves Lansdown PLC,GB00B1VZ0M25,"One College Square South, Anchor Road, Bristol  BS1 5HL, United Kingdom",Asset Management and Custody Banks,LSE,Bristol,United Kingdom,2219,"Olley, Dan","Stirling, Amy",,Barclays Bank PLC,Dianomi plc,Equiniti Limited,Redland Business Solutions Ltd.,,,,,,,ASDA Group Limited,,,,,,,,,,"Oppenheimer, Deanna Watson","Olley, Dan ","Stirling, Amy Elizabeth","Perkin, Roger Kitson","Blance, Andrea Margaret","Mannings, Mansura Tal-At","James, Penelope Jane","Troiano, John Alexander","Collins, Adrian John Reginald","Pope, Darren Scott"
B&M European Value Retail SA,LU1072616219,"68-70, Boulevard de la PEtrusse, Luxembourg City  2320, Luxembourg",Broadline Retail,LSE,Luxembourg City,Luxembourg,39484,"Russo, Alejandro","Schmidt, Mike",BB,Banque Internationale à Luxembourg S.A.,Multi Lines International (Properties) Limited,Multi-Lines International Company Ltd,Ocean Sense Investments Limited,Rani 1 Holdings Limited,Rani 2 Holdings Limited,Rani Investment (L.L.C),Ropley Properties Ltd,SSA Investments S.à. r.l.,Tjl Limited,Centz Retail Holdings Limited,,,,,,,,,,,"Russo, Alejandro ","Schmidt, Mike ","Hall, Tiffany ","Tant, Oliver R.","McMillan, Ronald Thomas","MacKenzie, Paula Jane","Lasry, Hounaida ",,
Unilever PLC,GB00B10RZP78,"Unilever House, 100 Victoria Embankment, London, Greater London, EC4Y 0DY, United Kingdom",Personal Care Products,LSE,London,United Kingdom,126988,"Schumacher, Hein. M.","Pitkethly, Graeme",A+,ADN Telecom Limited,Ador Multiproducts Limited,Alkim Alkali Kimya A.S.,"Alteryx, Inc.",Anuroop Packaging Limited,ATOSS Software AG,Bright Packaging Industry Berhad,Brightcom Group Limited,BTS Group AB (publ),Centaur Media Plc,ADF Foods Limited,Albert Heijn B.V.,Alibaba Group Holding Limited,"Amazon.com, Inc.",Atlantic Grupa d.d.,Carrefour SA,"Conagra Brands, Inc.",Delko S.A.,Distribution Group Africa (Pvt) Ltd,Doctor's Associates Inc.,,"Schumacher, Hein. M. A.","Jung, Andrea ","Pitkethly, Graeme David","Hennah, Adrian Nevil","Sijbesma, Feike ","Hartmann, Judith ","Masiyiwa, Strive T.","Moon, Youngme E.","Kilsby, Susan Saltzbart"
Rentokil Initial PLC,GB00B082RF11,"Compass House, Manor Royal, Crawley, West Sussex  United Kingdom",Environmental and Facilities Services,LSE,Crawley,United Kingdom,58600,"Ransom, Andrew","Ingall-Tombs, Stuart",BBB,"Banco Santander, S.A. - London Branch",Bank of America Europe DAC,Bank of China Limited London Branch,Barclays Bank PLC,Bayerische Landesbank,BNP Paribas SA,"DBS Bank Ltd., London Branch",Element Fleet Management Corp.,Equiniti Group Limited,Equiniti Limited,CWS-boco International GmbH,,,,,,,,,,,"Ransom, Andrew M.","Ingall-Tombs, Stuart M.","Turner, Catherine Lucy","Johnson, Sally Kate Miranda","Pettigrew, John ","Yueh, Yi-Chuang ","Mistry, Sarosh D.","Frear, David ",
Linde PLC,IE00BZ12WP82,"Forge, 43 Church Street West, Woking, Surrey, GU21 6HT, United Kingdom",Industrial Gases,NYSE,Woking,United Kingdom,66270,"Lamba, Sanjiv","White, Matthew",A,ANI Integrated Services Limited,ANZ Group Holdings Limited,Banco Bilbao Vizcaya Argentaria - New York Branch,Banco Bradesco SA - New York Branch,"Banco Santander, S.A. New York Branch","Bank of America, National Association",BANK OF CHINA LIMITED Zweigniederlassung Frankfurt am Main Frankfurt Branch,Bayerische Landesbank,BNP Paribas SA,Ceres Power Holdings plc,Celanese Corporation,CNOOC Limited,Equinor ASA,Norled AS,PT Freeport Indonesia,,,,,,,"Lamba, Sanjiv ","Richenhagen, Martin H.","Achleitner, Ann-Kristin ","Enders, Thomas ","Kaeser, Josef ","Wood, Robert L.","Ossadnik, Victoria E.","Weisser, Alberto ","Grant, Hugh "
Berkeley Group Holdings PLC,GB00BLJNXL82,"Berkeley House, 19 Portsmouth Road, Cobham, Surrey, KT11 1JG, United Kingdom",Homebuilding,LSE,Cobham,United Kingdom,2802,"Perrins, Rob","Stearn, Richard",,Link Market Services Limited,Vado UK Ltd,,,,,,,,,,,,,,,,,,,"Romsey Dobson, Michael William","Perrins, Rob C.","Stearn, Richard J.","Kemp, Andrew Charles","Adams, Natasha ","Downey, Rachel Sara","Jackson, William N.","Adekunle, Elizabeth ","Sands, Sarah ",
Tesco PLC,GB00BLGZ9862,"Tesco House, Shire Park, Kestrel Way, Welwyn Garden City, Herefordshire, AL7 1GA, United Kingdom",Food Retail,LSE,Welwyn Garden City,United Kingdom,330000,"Murphy, Ken","Nawaz, Imran",BBB-,4C Group AB (publ),Bakkavor Group plc,Brand Architekts Group plc,British Land Company Plc,Capital & Regional Plc,Chapel Down Group Plc,Clays Ltd.,Cloetta AB (publ),Crimson Tide plc,"Cuckoo Holdings Co., Ltd.",Equites Property Fund Limited,InPost S.A.,,,,,,,,,,"Murphy, Ken ","Nawaz, Imran ","Grote, Byron Elmer","Platt, Alison Elizabeth","Gilliland, Stewart Charles","Bethell, Melissa Wong","Whitworth, Karen Tracy","Garnier, Thierry Dominique Gerard","Bodson, Bertrand J. F. X."
ConvaTec Group PLC,GB00BD3VFW73,"3 Forbury Place, 23 Forbury Road, Reading, Berkshire, RG1 3JH, United Kingdom",Health Care Supplies,LSE,Reading,United Kingdom,10000,"Bitar, Karim","Mason, Jonathan",BBB-,Computershare Investor Services PLC,RLS Global AB (publ),,,,,,,,,Observe Medical ASA,"PRN Medical Services, LLC","Tandem Diabetes Care, Inc.",,,,,,,,"McAdam, John David Gibson","Bitar, Karim ","Mason, Jonathan Peter","Ewing, Margaret ","May, Brian M.","Mason, Heather L.","Coussios, Constantin-Cassios Cassios","Lody, Kimberly S.","O’Keefe, Sharon L.",
JDE Peets NV,NL0014332678,"Oosterdoksstraat 80, Amsterdam, Noord-Holland, 1011 DK, Netherlands",Packaged Foods and Meats,ENXTAM,Amsterdam,Netherlands,20000,"Simon, Fabien J.","Gray, Scott",BBB-,"Caribou Coffee Company, Inc.",Keurig Dr Pepper Inc.,"Mondelez International, Inc.",,,,,,,,"Amazon.com, Inc.","Caribou Coffee Company, Inc.",Carrefour SA,Keurig Dr Pepper Inc.,New Oak 2 B.V,,,,,,"Goudet, Olivier C. G.","Simon, Fabien J. J.","MacFarlane, Stuart Murray","Richards, Aileen ","Vandevelde, Luc ","Harf, G. Peter","Hennequin, Denis M. D.","Creus, Joachim J.B.C.","Engelen, Frank A.","Fau, Ana M. Garcia"
Vifor Pharma AG,CH0364749348,"Rechenstrasse 37, Sankt Gallen, St. Gallen, 9014, Switzerland",Pharmaceuticals,SWX,Sankt Gallen,Switzerland,2200,,"Sigalas, Alexandros",NR,"Akebia Therapeutics, Inc.",Coop Vitality Ag,Havas Health & You,,,,,,,,Coop Vitality Ag,Coop Vitality Ag,Fresenius Medical Care AG & Co. KGaA,,,,,,,,"Theurillat, Jacques ","Cerutti, Romeo ","Jornod, Etienne ","Mahony, Susan M.","Riisberg, Asa Hallert","Burnier, Michel ","Stratton, Kim ","Lebeaut, Alexandre P.",,
Bayer AG,DE000BAY0017,"Kaiser-Wilhelm-Allee 1, Leverkusen, North Rhine-Westphalia, 51368, Germany",Pharmaceuticals,XTRA,Leverkusen,Germany,102048,"Anderson, William","Nickl, Wolfgang",BBB,Aarti Industries Limited,AGI Greenpac Limited,AtCor Medical Inc.,AtCor Medical Inc.,Bayer CropScience Aktiengesellschaft,Bayer CropScience Limited,Bayer Pharma AG,CardieX Limited,"Catalent, Inc.",Centaur Media Plc,Bayer CropScience Limited,Bayer-Pensionskasse VVaG,"H.PIO Co., Ltd.",Johnson & Johnson,"Kronos Worldwide, Inc.","Kronos Worldwide, Inc.",Lasco Distributors Limited,Rheinische Pensionskasse Versicherungsverein Auf Gegenseitigkeit,"SiteOne Landscape Supply, Inc.","Vincerx Pharma, Inc.",,"Hausfeld, Heike ","Hartert, Daniel ","Hilken, Gunter ","Cousin, Ertharin ","Baier, Horst ","Achleitner, Paul M. L.","van Broich, André ","Bagel-Trah, Simone ","Wiestler, Otmar D."
SGS SA,CH0002497458,"1 Place des Alpes, PO Box 2152, Geneva, Geneva, 1211, Switzerland",Research and Consulting Services,SWX,Geneva,Switzerland,97797,"Ng, Kwok","de Daniel, Dominik",,"Cedar Development Co.,Ltd.",Chrysos Corporation Limited,Oracle Corporation,,,,,,,,Antilles Gold Limited,Aris Mining Corporation,Fekola S.A,OncoSec Medical Incorporated,,,,,,,"Grieder, Calvin ","Sorenson, Kory Beth","Atiya, Sami ","du Pasquier, Shelby Robert","Desmarais, Paul Guy","Gallienne, Ian ","Hartmann, Tobias ","Vergis, Janet S.","Cheung, Phyllis Ka Yan",
Diageo PLC,GB0002374006,"16 Great Marlborough Street, Park Royal, London, Greater London, W1F 7HS, United Kingdom",Distillers and Vintners,LSE,London,United Kingdom,30269,"Crew, Debra","Chandrashekar, Lavanya",A-,AGI Greenpac Limited,Ardagh Group S.A.,Ardagh Metal Packaging S.A.,Ardagh Packaging Group Limited,Bartle Bogle Hegarty Ltd.,Elixirr International plc,Emakina Group SA,Frigoglass S.A.I.C.,Genius Sports Limited,ID Logistics Group SA,Castel Frères SA,Christian Dior SE,Diageo Great Britain Limited,Dufry AG,Embotelladora Andina S.A.,Finsbury Food Group Plc,Guinness Nigeria Plc,Guinness Nigeria Plc,Justerini & Brooks Ltd.,Mey Içki Sanayi ve Ticaret A.S.,,"Crew, Debra A.","Chandrashekar, Lavanya ","Stewart, Alan James Harris","Kilsby, Susan Saltzbart","Bethell, Melissa Wong","Vittal, Ireena ","Manzoni, John Alexander","Chapoulaud-Floquet, Valerie ","Blackett, Karen "
Essity AB (publ),SE0009922164,"Klarabergsviadukten 63, PO Box 200, Stockholm, Stockholm County, 101 23, Sweden",Household Products,OM,Stockholm,Sweden,48000,"Groth, Magnus","Rystedt, Carl Fredrik",BBB+,Bunzl & Biach Gesellschaft M.B.H.,Euroclear Sweden AB,Pronaro Gmbh,Unicharm MÖLnlycke B.V.,,,,,,,Essity AustralAsia,Seprod Limited,Unicharm MÖLnlycke B.V.,,,,,,,,"Boman, Par ","Groth, Magnus ","Milian Thoralfsson, Barbara Rose","Bjorling, Ewa ","Gardshol, Annemarie ","Svanberg, Louise Julian","Nordberg, Bert Ake Stefan","Sorensen, Lars Rebien","Svensson, Örjan ","Thulin, Niclas "
Sage Group PLC,GB00B8C3BL03,"C23 5 & 6 Cobalt Park Way, Cobalt Business Park, Newcastle upon Tyne, Tyne and Wear, NE28 9EJ, United Kingdom",Application Software,LSE,Newcastle upon Tyne,United Kingdom,11574,"Hare, Stephen","Howell, Jonathan Anton",BBB+,eMite Pty Ltd.,Equiniti Limited,Paya Holdings Inc.,"SPS Commerce, Inc.",Way 2 Vat Ltd,,,,,,Arborwood Tree Care Limited,Jollibee Foods Corporation,Lanchonete Gaucha Surf House LTDA,RAMS Solutions Sdn Bhd,Sipsmith Ltd.,The Ford Family Foundation,Vitamin Angels,,,,"Duff, Andrew J.","Hare, Stephen ","Howell, Jonathan Anton George","Court, Annette Elizabeth","Bewes, Jonathan Michael Arundell","Hall, John William Drummond","Bates, John ","Anand, Sangeeta ","Harding, Derek ","Jones, Maggie Chan"
ICA Gruppen AB,SE0000652216,"Box 4075, Solna, Stockholm County, 169 04, Sweden",Food Retail,OM,Solna,Sweden,23553,"Jönsson, Nina","Lagercrantz, Fredrik",,Artificial Solutions International AB (publ),Coor Service Management Holding AB,Euroclear Sweden AB,Hilton Food Group plc,Ocado Group plc,,,,,,,,,,,,,,,,"Sylven, Claes-Goran ","Moberg, Magnus ","Blomberg, Goran ","Clarke, Jonathon ","Rehn, Magnus ","Kjell, Bengt ","Stromberg, Per ","Wiotti, Anette ","Emanuelz, Tomas ","Persson, Fredrik "
GlaxoSmithKline PLC,GB0009252882,"980 Great West Road, Middlesex, Brentford, Greater London, TW8 9GS, United Kingdom",Pharmaceuticals,LSE,Brentford,United Kingdom,69400,"Walmsley, Emma","Brown, Julie",A,23andMe Holding Co.,908 Devices Inc.,"AnaptysBio, Inc.",APR Applied Pharma Research s.a.,"Arrowhead Pharmaceuticals, Inc.",AtCor Medical Inc.,AVEVA Group plc,B&B Triplewall Containers Limited,"Cannabis Bioscience International Holdings, Inc.","Catalent, Inc.","Amicus Therapeutics, Inc.","AN2 Therapeutics, Inc.",Arab Palestinian Investment Company,Bausch Health Companies Inc.,Burjeel Holdings PLC,Canada,Delko S.A.,Emergent BioSolutions Inc.,Gavi Alliance,Germany,,"Walmsley, Emma Natasha","Brown, Julie Belita","Rohner, Urs ","Bancroft, Charles A.","Goodman, Jesse L.","Barron, Hal V.","Beal, Anne C.","Dietz, Harry C.","Sikka, Vishal "
Dr Martens PLC,GB00BL6NGV24,"28 Jamestown Road, Camden, London, Greater London, NW1 7BY, United Kingdom",Footwear,LSE,London,United Kingdom,2591,"Wilson, Kenneth","Mortimore, Jon",,Equiniti Limited,,,,,,,,,,"Caleres, Inc.",,,,,,,,,,"Mason, Paul ","Wilson, Kenneth ","Mortimore, Jon William","Weedall, Lynne Marie","Perriss, Robyn ","Nwokorie, Onyeije Ogueri","Rogers, Ian ","Alhadeff, Tara ","Harrison, Andrew ",
Relx PLC,GB00B2B0DG97,"1-3 Strand, London, Greater London, WC2N 5JR, United Kingdom",Research and Consulting Services,LSE,London,United Kingdom,35000,"Engstrom, Erik","Luff, Nicholas",BBB+,Equiniti Limited,,,,,,,,,,Agricultural Biotechnology Research Institute of Iran,Ahvaz Jundishapur University of Medical Sciences,Alborz University of Medical Sciences,Alzahra University,"Amir Kabir Petrochemical Co., Ltd.",Amir Kabir university,Arak Petrochemical Corporation,Ardabil University of Medical Sciences,Babol University of Medical Science,Baghyatollah Medical Sciences University,"Walker, Paul Ashton","Engstrom, Erik ","Luff, Nicholas Lawrence","MacLeod, Robert J.","Wood, Suzanne H.","van Lier Lels, Marike E.","Sukawaty, Andrew John","Hogg, Charlotte Mary","Felix, June Yee","Cox, Alistair Richard"
Primary Health Properties PLC,GB00BYRJ5J14,"5th Floor, Burdett House, 15-16 Buckingham Street, London, Greater London, WC2N 6DU, United Kingdom",Health Care REITs,LSE,London,United Kingdom,65,"Hyman, Harry","Howell, Richard",,Aviva plc,"Banco Santander, S.A.",Barclays Bank PLC,CBRE Ireland,Equiniti Limited,HSBC Holdings plc,Jones Lang LaSalle Limited,Lambert Smith Hampton Group Limited,Lambert Smith Hampton Limited,Lambert Smith Hampton Limited,"Child And Family Agency Of Southeastern Connecticut, Inc.",Gp Practice And Pharmacy,,,,,,,,,,"Hyman, Harry Abraham","Howell, Richard ","Krieger, Ian S.","Duhot, Marie-Laure Nicole-Christiane","Cantu, Ivonne Maria Gloria",,,,
Huhtamaki Oyj,FI0009000459,"Revontulenkuja 1, Espoo, Uusimaa, 02100, Finland",Paper and Plastic Packaging Products and Materials,HLSE,Espoo,Finland,18320,"Heaulme, Charles","Geust, Thomas",BB+,Euroclear Finland Ltd,Huhtamaki India Limited,"NextEra Energy Resources, LLC",,,,,,,,Costa Limited,Huhtamaki India Limited,McDonald's France Restaurants SARL,The Coca-Cola Company,,,,,,,"Ala-Pietila, Pekka ","Tuomas, Kerttu ","Korhonen, Anja Helena","Barker, William R.","Baillie, Douglas Anderson","Wunderlich, Ralf Klaus","Alonso, Mercedes ","Lindwall, Pauline ","Vauramo, Pekka ",
Roche Holding AG,CH0012032048,"Grenzacherstrasse 124, Basel, Basel-Stadt, 4058, Switzerland",Pharmaceuticals,SWX,Basel,Switzerland,103613,"Schinecker, Thomas","Hippe, Alan",AA,Abcam plc,"Alexandria Real Estate Equities, Inc.",Andlauer Healthcare Group Inc.,Arteria S.A.,Biogen Inc.,Bristol-Myers Squibb Company,"Chugai Pharmaceutical Co., Ltd.","Codexis, Inc.",Diaceutics PLC,ExpreS2ion Biotech Holding AB (publ),Ascletis Pharma Inc.,"Cardinal Health, Inc.","Cencora, Inc.","Chugai Pharmaceutical Co., Ltd.","Chugai Pharmaceutical Co., Ltd.","Chugai Pharmaceutical Co., Ltd.",Fresenius Medical Care AG & Co. KGaA,"Fulgent Genetics, Inc.","Galecto, Inc.",Genmab A/S,,"Hoffmann, Andre S.","Frost, Patrick ","Poussot, Bernard J.","Lifton, Richard P.","Dyckerhoff, Claudia Suessmuth","Hauser, Anita ","Duschmale, Jorg ","Mahmood, Jemilah ","Schneider, Ulf Mark"
Swisscom AG,CH0008742519,"Alte Tiefenaustrasse 6, Bern, Bern, 3050, Switzerland",Integrated Telecommunication Services,SWX,Bern,Switzerland,19497,"Aeschlimann, Christoph","Stermetz, Eugen",A,Amazon Digital Services LLC,DAZN Group Limited,"DSP Group, Inc.",GitLab Inc.,Inseego Corp.,Mobimo Holding AG,"Netflix, Inc.",PSP Swiss Property AG,Software Aktiengesellschaft,Strax AB (publ),Apple Tv Limited,Coop-Gruppe Genossenschaft,LG Electronics Inc.,Liberty Global plc,mobilezone holding ag,Net+phone Telecommunications Ltda,"Samsung Electronics Co., Ltd.",Valiant Holding AG,VP Bank AG,,,"Esser, Frank E.","Abt, Roland ","Bourquin, Monique ","Carrupt, Alain ","Mossberg, Anna ","Lathion-Zweifel, Sandra ","Dekkers, Guus ","Zurbrugg, Fritz ",
Bouygues SA,FR0000120503,"32, avenue Hoche, Paris, Ile-de-France, 75008, France",Construction and Engineering,ENXTPA,Paris,France,147443,"Roussat, Olivier","Grange, Pascal",A-,ACTIA Group S.A.,ACTIA Telecom S.A.,American Tower Corporation,Drone Volt SA,Neurones S.A.,TDF Infrastructure SAS,Vantiva S.A.,,,,TF1 SA,TF1 SA,,,,,,,,,"Bouygues, Martin ","Pelisson, Gilles Christian Gerard","Viel, Richard ","Minault, Pascal ","Mounier, Bernard ","Maes, Benoit ","de Dreuzy, Pascaline Peugeot","Bouygues, Olivier ","Vilain, Michèle ","Van Lerberghe, Rose-Marie "
Hikma Pharmaceuticals PLC,GB00B0LCW083,"1 New Burlington Place, London, Greater London, W1S 2HR, United Kingdom",Pharmaceuticals,LSE,London,United Kingdom,8700,"Mishlawi, Riad","Al Nabilsi, Khalid Waleed",BBB-,AFT Pharmaceuticals Limited,Arecor Therapeutics plc,"Bio-Thera Solutions, Ltd.",Boehringer Ingelheim GmbH,Glenmark Pharmaceuticals Limited,"Hubei Haosun Pharmaceutical Co., Ltd.",Hyloris Pharmaceuticals SA,International Finance Corporation,Labatec Pharma SA,Link Group Limited,"Bio-Therapeutic, Inc.","Celltrion, Inc.",Gedeon Richter Uk Ltd.,Labatec Pharma SA,,,,,,,,"Darwazah, Mazen Samih Taleb","Rizk, Nabil ","Castellani, John J.","Henderson, Mary Regina","Hurt, Douglas M.","Hull, Victoria M.","Al-Husry, Mohammed Ali Khaldoun Sati","Butler, Patrick Noel","Flowers, Cynthia L."
Edenred SE,FR0010908533,"14-16 boulevard Garibaldi, Issy-les-Moulineaux, Ile-de-France, 92130, France",Transaction and Payment Processing Services,ENXTPA,Issy-les-Moulineaux,France,10000,"Dumazy, Bertrand","Tanguy, Julien",A-,eMan a.s.,Gecina,Neurones S.A.,Société Générale Société anonyme,,,,,,,Administradora de Fondos de Pensiones Habitat S.A.,Dejbox,Deliveroo plc,Itaú Unibanco Holding S.A.,"Uber Technologies, Inc.",,,,,,"Dumazy, Bertrand ","D’Hinnin, Dominique ","Appert, Cedric ","Gri, Francoise ","Sanchez-Incera, Bernardo ","Gavezotti, Graziella ","Lhomme, Jean-Romain ","Gavet, Maëlle ","Coutinho, Sylvia Brasil","Vallee, Philippe "
Gjensidige Forsikring ASA,NO0010582521,"Schweigaardsgate 21, Oslo, Oslo, 0191, Norway",Multi-line Insurance,OB,Oslo,Norway,4409,"Holmgren, Geir","Amdal, Jostein",A,Gjensidige Pensjonsforsikring AS,Itera ASA,Storebrand Kapitalforvaltning AS,Techstep ASA,,,,,,,Gjensidige Pensjonsforsikring AS,Nykredit Bank A/S,Nykredit Realkredit A/S,Oslo Areal AS,,,,,,,"Marchand, Gisele ","Iversen, Bjørn ","Nafstad, Hilde Merete","Krag, Vibeke ","Stray, Christina ","Lonnum, Tor Magne","Enger, Ellen Kristin","Elnan, Eivind ","Seljeseth, Terje ","Sellaeg, Gunnar Robert"
Corbion NV,NL0010583399,"Piet Heinkade 127, Amsterdam, Noord-Holland, 1019 GM, Netherlands",Specialty Chemicals,ENXTAM,Amsterdam,Netherlands,2601,"Rigaud, Olivier","van Der Kloot, Eddy Van",,Rothschild & Co SCA,,,,,,,,,,Total Corbion PLA,,,,,,,,,,"Vrijsen, Mathieu F. J. P.","Haaijer, Ilona ","Doherty, M. Elizabeth","Lin, William ","Riisgaard, Steen ","Temperley, Dessislava ",,,,
Henkel AG & Co KGaA,DE0006048432,"Henkelstrasse 67, Düsseldorf, North Rhine-Westphalia, 40589, Germany",Household Products,XTRA,Düsseldorf,Germany,48050,"Knobel, Carsten","Swoboda, Marco",A,20 Microns Limited,Anuroop Packaging Limited,Avantium Renewable Polymers B.V.,Deepak Nitrite Limited,Gulshan Polyols Limited,Hiro Brands Limited,ID Logistics Group SA,"Jiangsu ChengXing Phosph-Chemicals Co., Ltd.",Mangalam Organics Limited,PPAP Automotive Limited,Delko S.A.,"Interlink Electronics, Inc.",Manaksia Coated Metals & Industries Limited,"Origin Laboratories, Inc.",Powertech Technology Inc.,"Sally Beauty Holdings, Inc.","Shanghai Lily&Beauty Cosmetics Co.,Ltd.","Shapeways Holdings, Inc.",Sigurd Microelectronics Corporation,,,"Helten-Kindlein, Birgit ","Woeste, Albrecht ","Menne, Simone ","von Herman, Benedikt-Richard Freiherr","Martinez, Laurent ","Vassiliadis, Michael ","Pichottka, Andrea ","Topsch, Edgar ","Kux, Barbara "
Tele2 AB,SE0005190238,"Torshamnsgatan 17, P.O. Box 462, Kista, Stockholm County, 164 94, Sweden",Wireless Telecommunication Services,OM,Kista,Sweden,4438,"Johnsen, Kjell","Hansson, Charlotte",BBB,"Amazon Web Services, Inc.",Apple Inc.,Coor Service Management Holding AB,Ericsson Inc.,European Investment Bank,HiQ International AB (publ),"Huawei Technologies Co., Ltd.",Kazakhtelecom JSC,Nokia Oyj,Nordic Investment Bank,Axfood AB (publ),Järfälla Kommun,OK-Q8 AB,Region Västmanland,Scania AB (publ),Vattenfall AB,X Shore AB,,,,,"Norling, Lars-Ake Valdemar","Lindqvist, Eva Maud","Ganev, Georgi ","Kini, Sam ","Bergfors, Stina Honkamaa",,,,
